age,salary
38.97371322408986,63993.55436586002
33.893885590630525,59246.336829127686
40.18150830480554,50596.303699201744
47.184238851264205,43530.63222294426
33.12677300221331,56982.2331361359
33.126904344406555,53934.853854217494
47.63370252405913,58951.932200277326
41.13947783322327,56351.718016819694
31.244204912520384,60495.527153193354
39.34048034868772,44647.64788439432
31.292658457500302,63173.94065634326
31.274161971437945,51975.996046923996
36.93569817252828,70752.60872625266
19.693758042737617,43108.12181910432
21.200657339895738,67359.63803165249
30.501699766072218,51979.10783462648
26.89735103732461,43485.819963855516
37.51397866076219,45161.141659456785
27.73580739583031,46796.5269180568
23.701570389317666,54241.65946401916
46.72519015137243,55228.35488035499
33.19378959610771,44262.99996061421
35.54022563750339,49756.45407739017
23.602014510292346,71422.70358611863
30.64493820379854,67275.43170100711
35.88738071767893,54363.23669674032
25.79205138062158,50380.034781682
38.00558414676537,51200.31326718261
30.194890480649562,56135.17972730417
32.666450001653786,39772.07434801594
30.186347102164824,47426.23462576655
49.818225476071504,33314.1592612241
34.89202220209653,53992.23122605279
26.5383125683528,56471.95939702741
41.58035929682551,45168.13537700626
25.233250800231822,65739.86763290032
36.670908760038046,37742.34336997659
19.322639008961794,35356.2511979018
24.374511608812554,52244.51818559972
36.57488988695299,60470.98302612155
40.907732639963285,66839.27691457869
36.37094624951976,45411.1573713106
34.07481374089408,60786.808334312955
32.59117043528569,49614.91530499293
23.17182407706058,48273.7270005918
29.24124633284233,58836.599374866724
31.3148898323217,56523.2287841342
43.45697780975132,34236.078430157504
37.74894631654769,64765.40349725896
20.89567875709813,63800.91354147452
37.592671755158364,43744.37298490471
31.919341756669468,53958.03533437409
29.58462399755233,54940.301862827386
39.89341031072694,52606.73765823907
43.24799617996761,44496.9484615458
42.45024095292959,43283.766320619485
28.28625981421889,49744.45929008555
32.52630099319028,61727.290192593646
37.650107451228514,55436.001545944324
42.80436101697887,46293.85667913894
31.16660609723768,57716.987106483444
33.51472818668946,21514.573793699245
26.149320207951774,61487.65700372103
25.430347007354634,32602.862212219003
41.500206579153584,46375.590585968675
45.84992022856658,38803.30105373856
34.42391902735733,37053.18524279095
43.02826318313619,61608.26787378519
37.89308820038107,45322.98798688109
29.839041963159005,53465.038817307155
37.89116484406731,49530.79421120816
47.304292531727754,54770.408272231216
34.713391687120385,50768.218910602554
47.51714924651205,37170.077758114305
14.042039167282045,59962.6681944714
41.57522003500179,45062.43416838688
35.69637654590537,34434.18101340249
32.60794119627306,45718.84839034088
35.73408621228402,65007.59790634311
19.099448683192858,58502.21742113493
33.242624897299905,46513.47865592141
37.85690057209397,46507.42295681571
46.82315235793213,46783.64948782617
30.85383825381082,70767.4798356084
28.532051176854498,53819.35452231553
30.98594365132371,54300.4164719107
42.32321694161659,60302.83454031842
37.630008877277476,52387.891590265135
30.76191836986369,47409.578541792966
39.106139464906846,48036.50150915022
35.776620394784324,49283.98740585936
42.74915992426311,49627.777634901584
29.38357524898118,57276.2954363698
32.37870282721786,50519.458858073
31.86313477494274,57326.400772155794
23.29188041494305,49192.83419891418
37.36896221651661,50786.3519031609
37.08844217743911,30017.993154678923
35.04090765313969,59163.276747024815
33.12330293299882,53464.884758979926
23.677034063596686,59980.10109859652
31.63483741787713,21037.44621806311
32.25828386778584,70883.74704780728
28.58178184622705,48604.10371844826
33.70971430667193,61081.82816737516
38.232406854516306,39600.94072874469
50.08948720968424,56127.7390506257
36.396622502654715,39465.84436826344
37.06040312578211,43762.310393041946
34.404432673870666,69140.31353866786
19.64983027760767,48093.17599236654
34.78788899640627,52174.32873179723
35.48184167952821,58700.67730688754
54.70593689988229,54956.818879726045
33.46111228175102,51504.189051435766
37.4123787386689,53649.61002466225
34.722305842358054,74034.15585238276
25.650575699043742,49423.81202966414
44.142582516120164,52010.99046714968
41.015464261494195,60506.54396007612
41.328255576344375,61055.259329579836
27.72490036164209,61870.3030556038
46.22235448748879,56387.302220291844
23.785191497661753,38569.95087269517
39.69485675040216,66334.31532301096
52.523645006479825,38536.54606981312
27.075709398954494,53026.354652390335
30.469618163177824,42457.24149980642
35.79721092070113,49358.616534070075
30.972194767070405,53287.62410303481
22.59469255147094,53213.57215450273
35.548503798448216,54219.207542352844
26.50157029019116,66137.11269058647
38.788739445081454,54535.3430151398
27.644606126129574,47558.433647093516
47.39947524014032,59640.871682883575
28.733973661310102,61894.70488924641
32.4235078703546,37723.921848630074
41.50813773895736,55974.00069849858
25.15308546852836,57011.72742310898
36.81967947683304,47024.36496640008
45.45714203425943,63757.0681331162
22.14013412351018,48499.44412967473
36.47707086825844,51255.764534715425
37.07906235398739,48269.281757161305
41.25458297421848,50155.790475814676
25.104394312975344,39037.24913104798
24.43634709532579,35599.49117405705
39.17553252493518,65945.05063224972
37.375877385865486,41530.386516816725
37.003942802767014,40086.076505436926
37.77158567597581,28466.098863962852
29.559802227372074,43610.38252310498
36.85802957728803,36769.10206592501
37.34457978638945,66420.15160136369
29.285188655789057,60098.170893426344
49.926196089158054,43118.49654822276
38.7906633672943,72524.3580534431
25.469572022378813,59817.65486991594
40.25242886907064,46751.68616491378
27.202546638181428,25005.942851264273
41.296676829939614,72909.42572590741
44.26876463205923,36104.27533236404
28.434541453186316,33546.01253043108
42.70700903395458,60225.7043200964
38.30224741549198,74397.52406339273
41.57648127995592,63842.72818510518
50.17434386123158,55639.091200523595
33.036895071977035,55947.54341665286
28.970110685140085,58534.15558780308
27.883884562995814,57589.28589786765
28.473517720276494,52811.91423969376
34.383186324687166,51042.01103951876
37.72921579853315,49374.068721004776
37.213526394640155,42460.35411133324
41.61746599228819,47193.24923133226
35.10401513502325,33070.43185804615
46.62827261725853,49016.6037320525
32.88274533409635,40114.088928490826
56.76135333271695,38964.10682784229
40.00533878212005,51798.94151153479
28.142739548669738,63920.02286344599
26.432860015511103,59183.16606002313
38.85977932194548,34294.993963768226
33.21229771739319,40103.71863429662
40.71200395273674,59407.71187988216
38.78590099658836,40175.1260646169
34.417368698745015,47753.66850002975
28.22565025545276,55500.52099024552
22.881222202513083,40316.555451363645
31.42788038346383,51053.7550614596
41.85119035458778,36659.74505081795
36.71274995304163,43986.323560487865
25.034089770304096,53197.81934142537
36.385447406809455,34070.062664683304
38.08253903783069,54404.74737960399
27.929140510390937,49803.62201073319
36.22980084756422,55524.89954417148
35.465669747568,52239.141340646616
25.856237617355013,63641.40429973844
37.86229888278626,51252.245026479075
39.486276210945874,45705.94458874747
43.66440994540221,51222.975030322836
43.43041641627922,55432.980290363885
23.97864505634327,50488.60070325704
27.497399680679017,50405.916912038825
39.12028213766928,42980.08312193245
39.11028760729767,43370.99082449052
39.12038149044838,35973.947282003064
65.82185192523777,67495.76743186939
39.56712408554534,37561.36764608715
44.08452512144479,43070.948022040924
42.63201410794562,42815.927344308024
40.21113001044638,58949.243769444416
32.47784604287723,47050.50321707972
41.071753763946134,62477.420726737335
28.817398283699426,43265.09375756131
33.10545114607993,52789.94162223802
31.117091617367173,41646.529467402426
35.65499311509058,71451.49127773388
53.51726853338807,38124.01580970487
20.061878459266012,53098.20710227027
40.49008152299611,56337.76880932099
22.098273030482787,54137.990974514985
31.22454507368453,48147.123411222914
43.711604775738934,48701.79300266574
35.514240152763705,50438.1147197911
26.378041776565553,48529.979983715115
29.277570325920255,59638.79116794909
40.4367819914774,72105.23001591352
29.15706694626291,44425.08214992166
36.7316687166558,36301.97020420922
35.36457471923051,49117.17951648745
29.787197219153466,75797.09337654318
52.1515527146026,41963.254320302694
40.07135217854409,66391.16805444067
18.798859306739143,66777.0081407644
36.49163451815542,44464.11758292005
29.705708281852896,55689.83079185276
41.81946667836979,66283.96623128538
28.659834092538397,46208.72259012513
34.082108468264806,47964.19639897638
39.03989823184366,44183.19086051356
41.926041553360974,39852.43269307133
25.39762874355379,43507.22454933993
32.323990113272416,37760.59733237744
31.20043751071235,50340.83468259226
29.773366139410307,42300.26768941359
49.12363392224877,52337.85911790748
38.23985368768764,34441.04353796373
24.912928365319637,53308.80232214457
42.34289557643821,58335.28961608925
51.977249576101066,30062.643574285445
43.25972208440918,53740.56569847572
22.845040272367893,62276.68992473292
31.126127417069988,37903.58981308794
45.13528919349298,66725.72386837703
29.338644275049752,54190.19009366045
38.550555425169826,42949.88144241591
41.19707242743469,49442.30922342294
27.584556227375337,55583.26912521722
34.5237971515056,50760.05391412412
9.06986127944742,55387.55992446369
26.804898869325683,40793.264069206336
32.97945478885472,51693.60824036078
25.017734544281204,35862.855030950195
48.05929043145308,48887.739386513
23.55886897631494,40960.9235853521
31.47964410642413,42644.70057410233
36.04592461828873,62360.93175210437
46.530186312528926,60913.10120594269
23.513102790564485,56091.38120907177
44.30531001723968,39076.87235327421
35.0818644881567,46835.91550305198
27.147930791616393,62130.976999791834
38.69682779410616,51417.16913639905
36.59247756458776,73193.29539981694
30.198264982729643,53933.178393943715
35.55841667992015,51920.49116490032
31.91749122510592,46908.83535797499
35.90813876200998,51335.40904782282
40.29704539616837,48475.30163619456
47.68813452916282,57081.08676688591
25.097476009385208,59567.02316794584
52.06426699725013,42140.1053949205
19.383297603819983,36687.67046442222
33.785719239715334,31637.946268967033
39.70653765187661,55079.913269125434
37.24793494188026,38966.33393826126
30.018403841435248,28471.09407047517
33.335021997141794,53885.786045309644
